TeamNames,Year,Seed,Sweet Sixteen,Placement,ADJOE,ADJDE,efg%,efgd%,tor,tord,orb,drb,ftr,ftrd,2p%,2pd%,3p%,3pd%,adjt,wab,AdjEM-KP,AdjO-KP,AdjD-KP,AdjT-KP,Luck-KP,AdjEM-SOS-KP,AdjO-SOS-KP,AdjD-SOS-KP,AdjEM-NCSOS-KP
Texas A&M Corpus Chris,2014,17,0,NoTourney,103.4,109.8,51.8,50.9,19.2,18.5,34.3,32.3,43.9,45.3,50.6,50.8,37.2,34,62.2,-9.4,-5.47,105.2,110.6,60.5,0.016,-8.48,102.1,110.6,-3.28
Cal St. Northridge,2014,17,0,NoTourney,105.1,111.7,48.9,52.1,18.2,17.3,33,31.2,48.8,41.9,47.3,52.3,36.4,34.6,68.9,-12.3,-5.1,106.3,111.4,67.5,0.029,-3.53,103.6,107.1,-6.09
Hartford,2014,17,0,NoTourney,101.2,107.6,54.2,51.3,21.7,20.4,24,32,38.9,41.3,52.4,51.2,37.6,34.3,63.8,-10.8,-5.62,102.2,107.8,61.9,0.028,-6.73,100.3,107.1,-1.38
Texas Southern,2014,16,0,R68,106.1,112.9,51.7,50.2,19.3,15.8,33.6,31.2,49.3,29.8,50.7,48.9,35.8,35.6,67.6,-9.7,-7.49,106.7,114.1,65.7,-0.004,-11.11,97.6,108.8,2.72
Norfolk St.,2014,17,0,NoTourney,101.9,108.5,50.1,49.4,20.4,19.1,36.8,32.7,38.4,44.6,49.5,47.8,34.4,34.7,64.4,-9.5,-7.48,102.9,110.3,62.7,0.042,-7.58,100.5,108.1,-0.13
Seattle,2014,17,0,NoTourney,99.6,106.1,48.7,49.1,20.1,18.3,36.4,31.2,33.8,48,47.1,47.5,34.2,34.8,67.2,-12.4,-5.95,100.4,106.3,65.3,-0.065,-4.74,103.4,108.1,-3.04
Saint Peter's,2014,17,0,NoTourney,97.7,104.1,45.7,47.6,18.7,18.1,30.9,31.6,42.1,40.9,45,46.5,31.6,33.3,62.5,-11.1,-5.86,98.1,103.9,60.5,0.059,-2.77,104,106.8,-6.58
Grand Canyon,2014,17,0,NoTourney,104.5,111.5,49.2,49.8,18.9,14.5,27.4,29.2,52.1,40,47,48.5,35.1,35.4,67.1,-8.7,-6.04,105.3,111.3,65.4,0.046,-3.21,102.4,105.6,3.16
Illinois Chicago,2014,17,0,NoTourney,101.3,108.1,46.1,53.1,19,16.6,30.4,28.1,39.2,49.9,44.8,51.4,32.6,37.8,66.4,-18.3,-9.07,100.4,109.5,64.5,-0.113,1.3,105,103.7,0.88
Northern Colorado,2014,17,0,NoTourney,108.3,115.5,53.9,54.1,17.2,19,33.4,30.9,37.6,40.7,52.7,52.7,37.9,37.9,64.4,-8.8,-5.3,108.8,114.1,62.7,-0.017,-7.9,102,109.9,-0.85
Idaho,2014,17,0,NoTourney,104.9,112,50.3,51.5,16.9,15.1,30.7,30.8,44.8,41.2,48.7,52,35.6,33.7,67.3,-12.6,-7.12,105.4,112.5,65.6,0.078,-4.4,103.2,107.6,-2.36
Hofstra,2014,17,0,NoTourney,105,112.2,48.4,51.9,18.8,15.3,35.5,30.9,45.1,41.2,47.2,49.4,33.4,37.7,65.5,-16,-8.14,105.1,113.2,63.8,-0.036,-2.08,103.7,105.8,-2.11
East Tennessee St.,2014,17,0,NoTourney,102.8,109.8,49.3,50.7,16.3,19.6,27.4,32.2,42.8,42,46.4,51.4,36.1,33,70.2,-10.7,-6.16,103.5,109.6,68.6,0.018,-7.75,101.5,109.2,-5.52
Troy,2014,17,0,NoTourney,101.4,108.4,47.5,50.5,18.8,17.9,32.8,32.3,43.9,30.6,45.4,51.4,33.9,32.5,65.1,-14.2,-6.82,101.9,108.8,63.3,-0.085,-2.94,102.9,105.9,-3.29
Fairfield,2014,17,0,NoTourney,96.3,103.2,46,47.1,21.8,16.6,30.5,29.1,34.6,58.6,43.6,45.3,33.3,34.6,66.4,-17.5,-8.84,95.6,104.5,64.5,-0.019,-0.21,105.2,105.4,2.91
Penn,2014,17,0,NoTourney,98.6,105.7,49.7,48.9,22.9,18.2,28.6,34.5,39.1,49.5,50.3,44.4,32.1,38.3,70.1,-12.9,-7.46,99.1,106.6,68.2,-0.013,0.58,105.4,104.8,0.94
Tennessee Tech,2014,17,0,NoTourney,100.3,107.6,50,51.5,22.4,19.5,35.5,31.6,46.1,54.3,50.5,50.5,32.6,35.6,68.1,-10.7,-8.28,100.2,108.5,66.2,0.092,-4.9,103.9,108.8,-2.84
Western Carolina,2014,17,0,NoTourney,102.5,110,48.2,50.5,17.8,19.8,35.4,32.7,36.8,58,46.1,50.8,34.9,33.2,67.7,-9.9,-5.82,103.7,109.5,65.6,0.028,-6.22,102.2,108.4,1.92
Lehigh,2014,17,0,NoTourney,96.8,104,48.8,48.1,18,16.8,26.1,32.4,32.7,31.1,46.5,46.7,35.9,34,66.2,-11.5,-6.06,98,104.1,64.3,0.031,-3.26,104.3,107.6,-2.97
Louisiana Monroe,2014,17,0,NoTourney,96.5,103.9,47,49.2,19.7,16.5,30.3,31.3,35.5,38.2,47,48.8,31.4,33.3,63.4,-10.2,-7,97.5,104.5,61.8,-0.012,0.7,105.7,105,12.24
Dartmouth,2014,17,0,NoTourney,102,109.9,49.2,51.8,18.8,19.6,31.6,27.2,36.3,49.9,45.7,49.6,38.1,37.4,64.2,-10.4,-4.99,103.6,108.6,62.8,-0.079,-3.12,102.3,105.5,-6.84
Cal St. Fullerton,2014,17,0,NoTourney,99.9,108,48.1,50.7,17.8,17,29.1,29.1,38.1,45.9,47.3,50.6,33.1,34,67.3,-13.8,-6.64,100.9,107.5,65.5,-0.021,-1.7,104.1,105.8,-1.5
Texas St.,2014,17,0,NoTourney,94.8,102.6,47.5,51.9,21.5,19.2,29.7,28.9,33.6,43.4,48,47.9,30.7,40,63.1,-16.5,-9.41,94.9,104.3,61.1,-0.114,-1.35,105.3,106.7,0.76
North Dakota,2014,17,0,NoTourney,103.7,112.5,49.9,55.4,16.4,20.9,30.7,31.7,41.6,48.4,50.8,55.2,32,37.3,69.7,-10.7,-7.79,104.3,112.1,67.9,0.063,-4.79,104,108.7,7.8
James Madison,2014,17,0,NoTourney,98.1,106.5,45.7,49.1,18.8,18.4,29.7,31.8,47.4,44.4,48.2,46.8,27.3,35.1,65.5,-13.5,-8.25,98.5,106.8,63.5,0.048,-1.09,104.1,105.2,-0.48
UNC Wilmington,2014,17,0,NoTourney,95.7,103.8,44,50.4,17.6,17.3,31.4,34.2,32.3,41.9,44.6,49.7,28.3,34.4,64.4,-15.9,-9.67,96,105.7,62.2,-0.043,0.03,106.1,106.1,3.52
Lipscomb,2014,17,0,NoTourney,102.5,111.3,51.3,54.2,17.5,20.1,25.8,31.5,47.9,48.7,49.7,55.2,35.5,35.1,70.4,-9.8,-8.04,103.4,111.5,68.6,0.086,-5.02,103.7,108.7,2.26
Idaho St.,2014,17,0,NoTourney,103.1,112,49.4,53.9,18.9,19.2,35.4,31.8,45.4,35.3,47.8,50.7,35.6,38.7,64.6,-13.4,-7.58,104,111.6,63,-0.091,-5.87,103.5,109.3,6.9
Northern Arizona,2014,17,0,NoTourney,99.9,108.5,49.9,53,19.6,18.4,33.1,28,34.3,40.1,48.9,49.3,35,40.1,64.1,-12,-7.72,100.4,108.1,62.3,0.003,-5.81,103.9,109.7,2.57
South Dakota,2014,17,0,NoTourney,100.4,109.3,48.7,51.6,18.9,15.9,25.7,30.5,39.8,37.8,46.7,47.8,35.2,39.2,67.3,-11.8,-7.13,101.7,108.9,65.5,0.024,0.55,105.8,105.2,3.4
North Florida,2014,17,0,NoTourney,101.8,110.8,49.4,51.3,21.9,15.5,34,31.1,40.5,40.2,47.4,50.1,35.4,36.3,68.8,-8.9,-7.75,103.3,111.1,66.7,0.089,-3.74,102.3,106.1,7.46
Monmouth,2014,17,0,NoTourney,95.7,104.4,46.8,51.2,20.5,21.3,33.7,30.9,40.6,48.6,45.4,50,33.6,35.3,68.3,-14.7,-8.45,96.8,105.3,66.6,-0.033,-2.91,103.8,106.7,-6.43
Niagara,2014,17,0,NoTourney,100.5,110.2,47.2,54.7,18.5,20.2,32.1,34.5,48.6,50.6,48,53.3,30,38.4,72.4,-19.3,-8.75,101.9,110.7,70.6,-0.025,-0.51,105.3,105.8,0.88
Austin Peay,2014,17,0,NoTourney,100.6,110.4,52.6,53.3,21.4,19.9,29.6,35.1,49.3,34.9,53.5,52.7,33.5,36.2,70.9,-13.8,-11.64,99.6,111.2,68.9,0.012,-6.73,103.9,110.6,-5.37
Western Illinois,2014,17,0,NoTourney,93.9,103.1,49.1,48.6,21.6,18.7,24.9,28.6,38.9,47.1,48.3,46.9,34,34.8,62.6,-14.4,-9.06,94.1,103.2,60.9,-0.068,-1.33,105.8,107.2,-1.54
Portland St.,2014,17,0,NoTourney,101.5,111.5,51.7,53.3,17.1,19.5,26.3,32.5,39.6,41.5,50.5,52.9,36.1,36.4,66.5,-10.4,-9.47,102.3,111.7,64.9,0.063,-8.07,102.8,110.9,-6.33
Chattanooga,2014,17,0,NoTourney,99.9,109.8,47.4,51.5,18.9,17.9,34.1,32.4,44.6,36.1,46.7,51.7,32.5,34,68.8,-9.7,-9.48,100.6,110.1,66.8,0.054,-9.02,101.1,110.2,-3
Central Michigan,2014,17,0,NoTourney,106.1,116.8,49.3,57,16.5,19.5,29,32.1,37.1,39.7,50.8,58.3,31.6,36.5,65.6,-15.8,-11.43,106.3,117.7,63.7,0.004,-3.18,102,105.2,-7.84
Incarnate Word,2014,17,0,NoTourney,101.3,111.5,52.3,51,18.4,19.5,31.2,30,41.3,41.5,50.6,46.2,37.1,41.9,69.6,-4.5,-7.59,102.7,110.3,68.7,0.015,-11.99,99.5,111.5,-1.04
UMKC,2014,17,0,NoTourney,97.5,107.4,48.2,52.5,18.3,19.3,25.7,31.2,40.9,43.3,49.4,52.7,30.5,34.7,70.3,-12.9,-8.94,98.4,107.4,68.3,0.017,-2.53,104.4,106.9,3.16
Liberty,2014,17,0,NoTourney,101.5,111.9,49.9,51,20.5,15.1,38,29.9,34.5,38.1,48.4,50,35.7,35,64.6,-16.7,-11.25,101.3,112.6,62.8,-0.129,-7.85,102.4,110.2,-3.44
Savannah St.,2014,17,0,NoTourney,91.3,100.8,46.3,45.4,23.9,21.4,31.8,35,38.9,49,46.3,45.4,30.8,30.3,64.9,-12.5,-9.93,91.7,101.6,63,-0.038,-6.57,101.3,107.9,8.62
Tulane,2014,17,0,NoTourney,99.1,110,47.4,50.7,20.1,16.6,30.1,31.8,49.5,40.7,44.6,49.3,35.1,35.4,63.5,-9.7,-11.41,99.7,111.1,61.9,0.143,-3.78,102.1,105.9,-8.8
Rice,2014,17,0,NoTourney,95.1,105.8,48.2,49.5,19.6,16.8,21.3,30.5,31.9,46.4,47.9,48.3,32.4,34.7,64.1,-16.3,-13.23,94.7,107.9,62.4,-0.007,-0.68,103.9,104.5,-0.46
UC Riverside,2014,17,0,NoTourney,96.9,108.4,46.5,49.3,19.4,17.4,29.3,30.7,41.8,43,47.2,45.9,29.7,38.2,67.7,-15.7,-9,98.7,107.7,65.8,-0.049,-3.15,103.2,106.4,-5.99
Chicago St.,2014,17,0,NoTourney,97.4,109,46.8,52.5,17.1,22.1,27,37,33.8,53.6,45.1,52.1,33.3,35.5,69.5,-12.6,-11.26,98.1,109.4,67.8,0.069,-2.57,103.3,105.9,2.79
Ball St.,2014,17,0,NoTourney,96.7,108.3,46.6,51.5,25,16.3,34,30.4,42.6,45.4,46.3,52.3,31.5,33.1,67.4,-17.9,-13.09,96.5,109.6,65.9,-0.022,1.59,105.1,103.5,4.95
Fairleigh Dickinson,2014,17,0,NoTourney,100.8,113,47.7,51.2,17.6,18.4,30.3,38.1,35.7,47.8,45,49,35,37,66.6,-14,-10.57,102.2,112.8,65,-0.017,-3,103.7,106.7,4.97
Eastern Illinois,2014,17,0,NoTourney,99,111.1,48.7,53.6,20.1,17.8,30.6,30.7,41.8,45.7,48.7,50.3,32.5,40.3,65.6,-13.7,-13.28,98.7,112,64.2,0.03,-4.08,104.1,108.2,1.26
Georgia Southern,2014,17,0,NoTourney,97.9,110.1,48.8,51.8,17.9,18.1,30.3,30.3,36.9,32.8,48.4,51.5,33,34.9,66.7,-14.5,-12.09,98.3,110.4,64.8,-0.04,-9.45,100.6,110.1,-5.55
Loyola MD,2014,17,0,NoTourney,96.1,108.3,44.9,52.8,18.3,20.9,30.5,35.4,41.1,40.3,44.1,48.3,31.5,41.5,66.4,-12.9,-12.17,97.1,109.3,64.6,0.063,-2.84,103.7,106.5,-0.51
SIU Edwardsville,2014,17,0,NoTourney,99.9,112.7,52.3,55.5,20.1,19.5,29.2,33.2,37.9,40.8,50.6,57.7,37.1,33.9,67.5,-15.5,-11.94,100.6,112.5,65.4,-0.004,-6.21,103.6,109.8,-3.76
UTSA,2014,17,0,NoTourney,100.8,113.9,47.9,54.9,23.2,17.1,34.5,33.1,51.5,44,46.6,54.3,33.4,37.3,68.6,-14.9,-14.68,100.9,115.6,66.5,0,-1.79,103.2,105,-3.21
Navy,2014,17,0,NoTourney,93.7,106,45.8,51.2,20,20.8,29.7,29.8,29.4,43.2,43.7,49.8,32.9,35.7,63.6,-15.8,-13.87,93,106.8,61.8,-0.028,-4.77,102.8,107.6,-9.47
Jacksonville,2014,17,0,NoTourney,102.9,116.6,48.9,55.7,19.4,18.9,32.7,35.2,42.2,38.9,48.3,54.2,33.5,39,69.7,-12.8,-13.55,103.2,116.8,67.8,0.028,-5.75,102.2,108,-1.35
Coppin St.,2014,17,0,NoTourney,99.5,112.7,45.3,53.1,17.2,19.3,30.2,36.8,40.2,35.8,43.1,53.1,32.4,35.4,68.1,-13.8,-12.31,100.3,112.6,66.8,0.007,-5.44,101.4,106.8,6.86
UC Davis,2014,17,0,NoTourney,101.9,115.6,49.9,55.8,17.3,18.3,23.9,35.6,37.2,38.8,48.3,54.4,34.9,39.2,67,-16.4,-15.16,101.3,116.4,64.8,0.035,-2.72,103.9,106.6,-4.98
Tennessee St.,2014,17,0,NoTourney,99.8,113.4,47.1,52.3,18.4,16.6,31.9,33,43,51.4,48.4,52.8,29.4,34.1,65.5,-18.2,-11.71,101.9,113.6,63.2,-0.05,-1.3,105.3,106.6,4.89
San Jose St.,2014,17,0,NoTourney,92.8,105.6,44.7,50,20.3,14.9,28.1,30.5,33,45.9,40.7,48.5,32.8,35.2,66.3,-15.3,-11.75,94.5,106.3,64.1,-0.004,3.9,107.6,103.7,-0.32
Northern Kentucky,2014,17,0,NoTourney,102.5,117,50.6,53.3,17.8,16.8,28.4,32.2,35.7,48.8,49.4,51.7,34.9,37.7,63.4,-16.1,-14.08,102.7,116.8,61.1,-0.044,-6.64,101.8,108.4,-3.69
Nicholls St.,2014,17,0,NoTourney,97.4,111.3,49.8,51.7,18.2,19.2,28.2,31.2,39.5,60.7,52.2,52.2,30.4,33.7,65.5,-10.4,-13.64,98,111.6,63.6,0.109,-8.13,101.6,109.7,3.55
Central Connecticut,2014,17,0,NoTourney,97.2,111.1,48.1,50.9,19.9,18.2,28.8,36.4,29.6,34.2,47.3,48.8,33.5,36.6,70.2,-14.6,-13.65,97.4,111.1,68.4,0.071,-5.85,101.2,107.1,-2.52
Jackson St.,2014,17,0,NoTourney,93,106.5,45.2,49.4,21.9,21.2,33.4,30.3,40.3,55.8,45.6,47.9,29.3,34.7,67.1,-15.3,-12.63,93.7,106.3,65,-0.043,-9.04,99.7,108.7,3.89
Alabama A&M,2014,17,0,NoTourney,91.6,105,46.3,45.2,19.8,20.2,27.6,34.2,41.5,54.6,45,44.5,32.3,31.4,65.8,-12.4,-13.83,92,105.8,64.3,0.025,-10.94,98.7,109.7,4.9
Montana St.,2014,17,0,NoTourney,94.7,108.6,48,53.8,18,19.6,25.8,27.4,39.3,38.7,46.8,52.6,33.8,37.3,65.9,-13.2,-13.51,95,108.5,63.9,0.056,-7.16,103.3,110.5,-2.84
Tennessee Martin,2014,17,0,NoTourney,102.7,117.9,48.1,58.8,16.2,19.5,30,32.7,35.1,49.7,45.8,59.4,34.9,38.2,69.6,-17.5,-15.4,103.2,118.6,67.4,-0.065,-5.8,103.3,109.1,-3.45
Sacred Heart,2014,17,0,NoTourney,98,112.6,46.7,52.3,17.6,18.4,32.4,33,35.7,44.2,45.5,52.8,32.7,34.2,68,-21.2,-13.4,99.3,112.7,65.9,-0.093,-4.78,102.8,107.6,-2.22
Jacksonville St.,2014,17,0,NoTourney,96.9,111.5,46.4,53.7,17.5,19.3,31.1,34.7,41.4,47.6,45.9,52,31.6,38.7,62.8,-15.8,-14.04,98.2,112.3,60.6,-0.015,-4.94,103.8,108.7,-4.39
Southeastern Louisiana,2014,17,0,NoTourney,98,112.6,50,50.6,18.5,15.9,25.3,33.5,39,43.9,47.5,50.9,36.5,33.3,65,-14,-14.15,98.7,112.8,63.2,0.003,-8.51,101,109.5,0.22
Florida A&M,2014,17,0,NoTourney,93.9,108.1,44.4,47.8,20.4,20.6,35.6,35.8,33.9,56.3,42.5,47.2,32.3,32.8,71.7,-13.6,-13.19,94.9,108.1,70,0.05,-8.01,99.8,107.9,-0.98
LIU Brooklyn,2014,17,0,NoTourney,102.5,118.3,49.4,54.6,18.6,15.6,31,33.9,37.8,30.9,47.8,52.5,34.5,39,68.1,-15.2,-15.55,103,118.6,66.4,0.077,-4.62,102.1,106.7,-1.58
St. Francis PA,2014,17,0,NoTourney,95.8,110.7,47.6,52.4,17,17.5,26,32.2,32.7,30.1,47.3,50.8,32,37.5,63,-15.8,-14.76,96.4,111.1,61.1,0.038,-4.54,103.4,107.9,-1.38
UNC Greensboro,2014,17,0,NoTourney,94.3,109.3,47.3,50.5,19.6,17.2,28.6,28.5,37.8,47.5,46.1,50.5,33.6,33.7,70.5,-13.2,-15,93.9,108.9,68.8,0.068,-7.5,101.8,109.3,-1.74
Arkansas Pine Bluff,2014,17,0,NoTourney,92.3,107.1,47,54,22.3,23.9,29.2,33.4,41.1,50.7,44.7,53.3,34.1,36.8,66.7,-12,-17.01,91.7,108.7,65,0.089,-7.26,100.4,107.7,12.22
NJIT,2014,17,0,NoTourney,95.1,110.4,48,50.3,18.6,18.8,26.1,32.7,38.8,47.5,45,49.8,35.7,34.1,68.8,-12.4,-13.86,96.6,110.5,66.5,0.055,-7.49,101.4,108.9,-7.49
Delaware St.,2014,17,0,NoTourney,97.3,112.9,46.3,49.5,19.5,18.1,29,35.7,38.7,41.1,45.8,51.5,31.6,30.7,59.9,-15.7,-15.63,97.1,112.7,58.3,-0.063,-7.65,99.8,107.4,4.94
McNeese St.,2014,17,0,NoTourney,96.2,112.2,44.1,51.8,18.2,18.9,32.8,36.1,33.6,36.6,43.5,48.3,30.2,38.9,67.9,-12.6,-14.07,97.9,112,65.8,0.041,-3.04,103.7,106.8,15.05
Samford,2014,17,0,NoTourney,99.8,117.1,51.8,53.3,18.9,17.1,27.1,33.7,38.9,49.1,53,52.3,32.6,36.8,67.3,-15.3,-15.64,100.9,116.6,65.3,0.011,-7.46,101.4,108.8,-1.7
Alabama St.,2014,17,0,NoTourney,95.1,111.7,45.5,49.7,17.6,21.4,33.3,34.7,40.7,40,47.2,50.9,28,31.4,67.5,-9.4,-13.22,97.3,110.5,65.9,0.096,-12.01,97.5,109.5,-4.44
Campbell,2014,17,0,NoTourney,97.3,114.5,51.3,52,20.3,16,31,36.2,27.4,37,50.2,51.7,35.1,35.1,63.8,-14.8,-17.42,98.5,115.9,61.9,0.059,-7.63,102.6,110.3,-3.55
Central Arkansas,2014,17,0,NoTourney,95.5,112.4,49.3,52,20.3,19.2,28,37.8,38.2,49,46.9,52,36.7,34.5,72.2,-16.5,-17.82,95.3,113.1,70.7,-0.009,-5.95,102.8,108.8,0.51
IUPUI,2014,17,0,NoTourney,96.7,113.9,46.5,54.1,17.2,15.3,22.7,31.9,32.6,33.2,46.8,53.6,30.4,37,66.3,-19.8,-18.16,96.2,114.3,64.2,-0.037,-0.74,105.3,106,-1.15
Cornell,2014,17,0,NoTourney,101.2,119.4,46.7,56.8,18.2,15.5,28.1,32.7,28.2,47,46.5,54.4,31.4,41,66.1,-18.5,-20.58,100.4,120.9,63.6,-0.048,1.4,104.9,103.5,1.19
Alcorn St.,2014,17,0,NoTourney,93.2,110,45.2,49.5,17.8,19.1,28.6,34.5,41.4,41.4,45.2,48.2,30.1,34.8,63.8,-14.9,-16.47,93.4,109.8,62,-0.013,-9.32,99.5,108.9,6.45
Prairie View A&M,2014,17,0,NoTourney,95.4,112.8,46.8,51.8,20.4,19.5,31.1,36.9,40.6,50.1,44.8,51.7,33.9,34.7,67.5,-17.2,-16.86,96.1,113,65.9,0.005,-8.28,100,108.3,8.77
Binghamton,2014,17,0,NoTourney,92.3,109.6,43.9,52.8,21.5,19.8,29.1,32.4,44.2,40.8,41.5,49.6,32,38.5,66.2,-18,-19.39,91.7,111.1,64.2,-0.018,-6.61,100.9,107.5,-2.77
New Orleans,2014,17,0,NoTourney,94.7,112.8,46.7,53.2,23.4,19.7,34.1,33.1,51.8,42.5,45.6,52.7,32.9,36.4,71.8,-10.2,-15.25,96.1,111.4,70.1,0.065,-5.98,102.9,108.9,14.17
New Hampshire,2014,17,0,NoTourney,89.4,106.6,43.7,46.6,20.5,17,27.3,29.1,32.3,43.8,39.7,46.5,32.9,31.3,62.7,-19.3,-17.67,88.7,106.4,61.2,-0.086,-5.82,101.3,107.2,-1.75
Lamar,2014,17,0,NoTourney,94,112.6,46.7,54.5,20.2,18.5,27.6,34.2,39.8,38.5,46.8,53.5,30.8,37.9,68.8,-21.2,-20.71,93.1,113.8,66.5,-0.034,-6.51,102.4,108.9,-1.96
UMass Lowell,2014,17,0,NoTourney,93.9,112.9,45.6,50.3,20.8,18.2,28,36,38.8,35.5,43.9,51.7,32.1,31.8,65,-12.4,-16.04,95.3,111.4,62.7,0.063,-4.17,101.7,105.9,4.91
Kennesaw St.,2014,17,0,NoTourney,92.2,111,47.2,51.2,23.8,18.1,31,34.8,38.3,47.3,45.3,51.4,34,33.8,67.9,-19.8,-20.32,92,112.3,66,0.003,-4.51,103.5,108.1,0.88
Appalachian St.,2014,17,0,NoTourney,91.3,109.9,44.2,52.7,18.7,18.9,33.4,31.3,41.1,43.1,44.3,51.6,29.4,37.1,66.3,-16.5,-18.63,92,110.7,64.7,-0.033,-7.65,102,109.7,3.4
UMBC,2014,17,0,NoTourney,90.9,109.8,45.4,51.3,21.3,21.7,29.1,31.3,40.2,57.4,44.7,49.5,31.1,36.3,68.6,-15.2,-16.07,92.6,108.7,66.6,-0.003,-6.55,100.7,107.2,-2.57
Howard,2014,17,0,NoTourney,87.6,105.8,42.1,49.9,24,21.3,31.8,36.3,49.3,54.4,38.9,49.8,32.9,33.4,67.6,-19,-18.88,87.7,106.6,65.9,-0.027,-4.05,102.8,106.8,5.44
Stetson,2014,17,0,NoTourney,93.9,113.8,47.1,53.2,19.4,18.8,27.5,36.3,36.7,38,48.8,51.7,29.2,37.2,63.5,-18.2,-20.02,94.5,114.5,61.3,0.032,-5.38,102.7,108,-2.4
Furman,2014,17,0,NoTourney,94,114,48.8,52.5,20.9,16.1,26.5,34.9,40.6,29.9,48.9,51,32.4,37,65.2,-16,-20.69,94.9,115.6,63.7,-0.002,-8.06,101.1,109.2,-2.87
North Carolina A&T,2014,17,0,NoTourney,93.1,113,42.7,50.1,22.1,17.9,33.4,32.1,58.6,54.4,41.9,47.8,29.5,35.9,67.2,-17.9,-19.56,93.7,113.3,65.3,0.036,-7.64,99.4,107.1,0.24
Houston Baptist,2014,17,0,NoTourney,91.5,111.1,46.3,50.9,22.4,16.4,30.6,33.6,39.5,43.2,44.8,51,33.7,33.7,69.5,-19.7,-20.66,91.5,112.2,67.6,-0.038,-5.56,103.2,108.8,4.52
Maryland Eastern Shore,2014,17,0,NoTourney,99.2,120.6,45,54.3,18.7,19,32.3,35.9,42.3,43.6,43.4,53,32.1,38.1,66.8,-18.7,-20.22,99.1,119.3,65.1,-0.036,-7.27,99.8,107.1,0.93
Bethune Cookman,2014,17,0,NoTourney,96.1,117.1,45.7,51.7,19.7,19.7,31.8,38.7,34.1,53.4,41.3,51.1,35.8,35.3,62.4,-20.5,-20.31,96.5,116.8,60.7,-0.061,-6.73,100.4,107.1,0.62
Longwood,2014,17,0,NoTourney,95.7,117.1,47.1,55.7,18.8,18.2,26.8,35.3,30.9,44.4,45.6,55.2,34.1,37.7,68.4,-19,-22.88,95.6,118.5,66.6,-0.043,-5.57,103.4,108.9,2.38
Abilene Christian,2014,17,0,NoTourney,95.1,116.4,47.2,56.4,22.3,18,24.9,33.8,42.3,48.3,42.3,56.8,37.3,37.1,64.9,-14.1,-23.35,94,117.3,63.2,-0.045,-2.67,104.7,107.4,13.38
Maine,2014,17,0,NoTourney,94.1,115.3,48.9,53.2,20.3,17.6,24.5,35.5,33.9,39.4,48.7,52.9,32.9,36.1,74.8,-17.7,-20.55,95.5,116,73,0.01,-5.16,101.1,106.2,1.03
The Citadel,2014,17,0,NoTourney,96,117.8,47.7,51.6,19.2,14.8,27,34.6,34.4,36.4,45.1,51.1,35.7,35.1,65.6,-20.1,-22.24,96.3,118.5,63.5,-0.046,-6.98,101.5,108.5,-0.59
South Carolina St.,2014,17,0,NoTourney,91.2,112,43.5,50.2,22.5,17.7,35.5,34.3,33.6,44.6,44.2,50,28,33.8,66.6,-16,-21.14,91.5,112.7,64.6,0.042,-6.65,100.2,106.9,2.17
Mississippi Valley St.,2014,17,0,NoTourney,93.3,115.5,45.3,54.8,20.3,18.6,29.9,32,36.1,49.3,44.7,54.5,31.1,37.2,72.9,-18.1,-22.93,93,115.9,70.9,0.012,-8.65,98.8,107.4,6.21
Presbyterian,2014,17,0,NoTourney,94.6,118.2,50.1,54.1,19.1,15,21.6,34.5,30.6,28.3,49.2,52.7,34.7,37.7,65.4,-21.7,-25.87,94.2,120,63.5,-0.017,-7.84,101.7,109.6,-7.05
Grambling St.,2014,17,0,NoTourney,94.5,122.4,46.5,57.4,21.9,18.3,30.6,36.1,40.5,40.5,45.3,57.7,32.5,37.9,68.4,-19.3,-26.6,95.5,122.1,66,-0.017,-9.05,98.7,107.8,6.51
Southern Utah,2014,17,0,NoTourney,88.1,114.2,44.7,53.1,21.4,16.6,23.8,34.2,39.3,57.7,43.1,51.4,32.6,38.3,65.4,-21.9,-27.14,87.4,114.6,64.2,-0.049,-4.02,104.7,108.7,7.4
Kentucky,2015,1,1,Final Four,120.3,84,51.5,39.6,16.3,21.3,39.5,31.8,43.9,31.7,51.2,39.1,34.9,27.1,63.5,13.1,36.91,121.3,84.4,62.4,0.048,8.58,108.7,100.1,3.13
Duke,2015,1,1,CHAMPS,125.2,90.6,56.6,46.5,16.3,18.6,35.8,30.2,39.8,23.9,55.9,46.3,38.7,31.4,66.4,10.7,32.48,124.5,92,65.8,0.067,11.17,110.7,99.5,1.31
Wisconsin,2015,1,1,Finals,129.1,93.6,54.8,47.7,12.4,15.8,32.1,23.7,36.2,22.4,54.8,44.7,36.5,37.5,59.3,11.4,33.72,129,95.2,58.7,0.015,11.03,109.8,98.8,5.3
Arizona,2015,2,1,Elite Eight,117.5,86.9,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36,33.5,66.7,9,32.36,119.9,87.5,65.8,-0.033,7.37,108.3,100.9,0.09
Villanova,2015,1,0,R32,121.9,91.1,55.3,45.5,16.3,21.6,32.5,31.2,41.8,30.4,53,45.3,38.9,30.5,64.7,11.3,30.65,122.7,92,64.2,0.031,7.67,108.2,100.6,0.23
Virginia,2015,2,0,R32,112.1,84.1,50.6,42.3,15.7,17.9,34.3,24.2,34.9,28.6,49.7,40.1,35.2,30.8,58.4,1,30.06,115.6,85.5,58,0.023,8.21,108.5,100.3,0.46
